Age,Gender,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
25,Male,47419,639,22276,Business,Self-employed,0,Poor,0.122142247,143934,,Port George,AL,Sweden,3,2,High
59,Male,69831,629,27900,Home,Unemployed,11,Excellent,0.155236543,55196,0,South Maryberg,MH,Australia,3,0,Low
32,Female,101897,706,22239,Home,Self-employed,17,Excellent,0.49491013,243483,4,Mendozaton,AS,Bahrain,3,1,Low
19,Female,31465,748,27937,Business,Unemployed,17,Excellent,0.29190488,177417,1,Lake Leahchester,UT,Malaysia,4,1,Medium
25,Female,97952,633,13791,Business,Unemployed,5,Excellent,0.496846048,101415,1,South Johnborough,AK,Uzbekistan,1,1,Medium
28,Male,35227,737,25056,Home,Unemployed,8,Excellent,0.404656937,198360,3,Molinastad,OH,Tajikistan,1,1,Medium
58,Non-binary,68281,665,12839,Personal,Unemployed,0,Excellent,0.455221013,217848,1,Clarkebury,KY,Slovakia (Slovak Republic),1,2,Low
37,Non-binary,70362,625,29849,Home,Employed,10,Good,0.203052267,270056,0,Steventown,MS,Mali,4,0,Low
53,Non-binary,117276,781,30589,Home,Self-employed,9,Poor,0.447689695,266907,2,South Jose,VI,Algeria,0,2,Low
36,Male,48562,686,10423,Personal,Self-employed,10,Fair,0.221274098,277666,3,Craigchester,KS,Syrian Arab Republic,1,2,Medium
36,Non-binary,83081,759,7655,Business,Employed,9,Good,0.514876149,240325,1,North Justintown,PW,Zambia,0,1,Low
69,Female,86770,798,9083,Auto,Unemployed,0,Poor,0.48850273,108110,,Gloverborough,IA,French Southern Territories,4,2,Low
25,Non-binary,47204,784,14439,Business,Self-employed,15,Good,0.288327592,295334,3,Port Cristianside,NV,Rwanda,1,0,High
20,Non-binary,62000,760,12195,Home,Unemployed,17,Fair,0.43055788,261431,0,North Jasonborough,GU,Liechtenstein,4,2,Low
54,Non-binary,79207,722,45000,Home,Self-employed,4,Good,0.5990649,112141,,Sarahstad,MH,Falkland Islands (Malvinas),2,0,Medium
30,Male,108715,647,28857,Business,Employed,14,Excellent,0.566514042,146614,4,Schmidttown,OR,Djibouti,0,1,Medium
47,Female,32818,759,35906,Home,Unemployed,18,Poor,0.495354736,209777,3,South Andrew,NM,Saint Kitts and Nevis,0,0,Low
21,Female,44440,634,49681,Personal,Self-employed,11,Poor,0.169688187,98413,1,Lake Jason,MD,French Southern Territories,1,2,Medium
51,Male,25363,619,21917,Auto,Unemployed,16,Fair,0.179767247,118251,1,Robertfurt,AZ,Korea,2,2,Low
28,Male,82257,710,47782,Business,Self-employed,12,Excellent,0.548364096,25291,4,East Robert,CO,Uzbekistan,0,1,Low
31,Female,95589,664,22633,Business,Unemployed,2,Fair,0.398060723,250417,0,Lake Seth,KS,Philippines,,0,Medium
28,Male,93511,783,36896,Auto,Unemployed,8,Excellent,0.253677762,187931,1,East Laurie,MT,Angola,3,2,Low
36,Female,78335,778,31131,Auto,Unemployed,18,Excellent,0.262399304,274038,,West Timothy,MH,Uruguay,4,0,Medium
64,Male,21943,788,41880,Personal,Employed,18,Poor,0.507410748,271054,2,Brandonland,AS,Ghana,,0,Medium
51,Female,46564,651,21495,Auto,Employed,1,Excellent,0.301620913,197874,3,Patriciaville,GA,Korea,3,0,Medium
49,Male,104743,690,21538,Personal,Self-employed,18,Good,0.331956231,265995,,Kimchester,CO,Taiwan,4,2,Low
68,Female,96203,782,39421,Auto,Self-employed,12,Poor,0.28134112,128230,3,Greeneland,HI,Bouvet Island (Bouvetoya),4,0,Medium
20,Non-binary,100587,743,36488,Home,Self-employed,6,Excellent,0.125855814,212697,2,Heatherchester,AZ,Guyana,4,2,Medium
24,Female,103232,783,9982,Business,Employed,18,Excellent,0.474879785,162468,4,Carneyhaven,AK,Saint Kitts and Nevis,4,2,Medium
19,Non-binary,21214,646,24628,Business,Self-employed,10,Fair,0.360322272,202153,3,South Jennifer,MI,Congo,,2,Low
61,Female,97576,612,9333,Personal,Employed,5,Good,0.595192536,182846,,North Lisaview,CO,British Virgin Islands,1,0,Medium
44,Male,38394,691,45216,Auto,Self-employed,19,Good,0.344268915,97462,0,North Peter,FM,Qatar,3,0,Low
29,Male,66579,721,35555,Business,Unemployed,17,Fair,0.251038163,251291,0,Clarkland,FM,Philippines,2,1,Low
40,Non-binary,103086,627,9273,Auto,Employed,1,Poor,0.403401544,223443,4,Port Michellemouth,MA,Saint Helena,2,0,Low
65,Female,82898,601,27822,Business,Unemployed,7,Good,0.155157368,287950,1,Port Matthew,CA,Tuvalu,3,1,Low
40,Male,27669,683,37211,Business,Unemployed,0,Excellent,0.197248189,278183,3,Stephanieville,FL,Samoa,,0,Medium
55,Female,58280,744,21441,Business,Employed,13,Excellent,0.325083142,175406,,Port Sharonfort,VA,Yemen,1,1,Medium
51,Non-binary,29329,664,36435,Auto,Self-employed,9,Poor,0.596566178,197180,,South Jamesberg,AS,Nepal,3,2,Medium
40,Male,32194,732,8277,Auto,Employed,13,Poor,0.394960359,150593,2,East Garrett,PA,New Caledonia,3,2,Low
53,Non-binary,39121,666,22461,Auto,Employed,12,Excellent,0.171741945,292178,1,Michaelburgh,WI,Bolivia,1,1,Medium
66,Female,79611,764,33094,Auto,Unemployed,8,Fair,0.429376492,47723,1,Jacksonfurt,PA,Iran,4,2,Low
46,Non-binary,23553,717,36363,Personal,Self-employed,2,Good,0.46245699,161754,1,Jenniferport,IA,British Virgin Islands,2,1,Medium
49,Non-binary,114063,606,9084,Home,Self-employed,5,Excellent,0.41330044,145417,2,Port Randyberg,AZ,Iceland,1,0,Medium
60,Male,104814,700,33278,Auto,Self-employed,18,Poor,0.184753127,293641,3,Lake Ryanborough,TX,Macao,4,2,Low
18,Female,70637,726,6049,Business,Unemployed,19,Poor,0.242282089,296192,3,Port Kristiside,PW,South Africa,3,1,Low
52,Female,93638,689,18241,Auto,Self-employed,18,Poor,0.389256531,115327,4,South Haley,MO,Gabon,3,2,Low
28,Non-binary,107123,788,10965,Personal,Self-employed,4,Excellent,0.497501095,82437,4,Timothyshire,VA,Costa Rica,,0,Low
44,Male,22853,653,19103,Personal,Employed,5,Fair,0.599314426,292764,4,West Ronaldstad,IA,South Georgia and the South Sandwich Islands,4,2,Medium
43,Female,92554,777,31118,Business,Self-employed,2,Excellent,0.328178944,265542,3,Timmouth,ME,Central African Republic,4,1,Low
36,Non-binary,25290,637,13718,Home,Self-employed,8,Excellent,0.334994557,177249,,North Meghanborough,OK,Sri Lanka,0,0,Medium
60,Female,71645,795,18298,Business,Unemployed,5,Excellent,0.261268222,198484,4,Lake Timothy,WY,Estonia,4,1,Low
35,Female,80693,736,46111,Home,Employed,19,Excellent,0.531809025,155368,2,Michealmouth,MA,Mali,1,2,Medium
44,Non-binary,75831,636,44374,Home,Self-employed,5,Fair,0.532844608,270510,0,West Phillipville,GU,Nicaragua,,1,Low
66,Female,84136,756,37068,Auto,Employed,5,Fair,0.511129498,200396,2,Lake Jennifer,DE,Cape Verde,0,0,Medium
26,Female,46832,666,16696,Auto,Unemployed,10,Fair,0.557936424,257851,,Susanview,PA,Turkey,0,2,Low
18,Female,85985,711,27240,Business,Self-employed,8,Fair,0.334435953,197566,2,East Terranceport,NH,Equatorial Guinea,4,0,Low
32,Male,98053,628,5815,Business,Employed,18,Fair,0.362949017,70525,3,North Terristad,NE,Suriname,,1,Medium
24,Non-binary,100893,624,27336,Auto,Self-employed,5,Fair,0.544529067,105532,3,Lake Nicole,ID,Zimbabwe,4,2,Low
33,Female,77607,655,39878,Home,Employed,15,Poor,0.309437183,153078,1,Barnesborough,DC,Suriname,2,2,High
23,Female,40893,701,22887,Personal,Self-employed,1,Excellent,0.343878672,31332,0,Sethview,PR,Tonga,4,1,Low
63,Non-binary,50609,702,35544,Auto,Self-employed,18,Fair,0.159256485,110915,2,Carolynville,KS,Albania,0,0,Low
45,Female,28366,700,17865,Home,Unemployed,0,Good,0.129559736,206059,3,Feliciaborough,NV,Sri Lanka,3,0,Low
36,Non-binary,73678,718,11063,Personal,Employed,15,Poor,0.473366537,119912,2,Kristafurt,FM,Germany,3,1,Low
62,Non-binary,87917,649,44244,Auto,Unemployed,13,Excellent,0.467376472,61086,3,Lindahaven,TN,France,4,2,Low
56,Male,44644,637,37024,Personal,Self-employed,16,Fair,0.106023192,69050,3,Connorfurt,KY,Antarctica (the territory South of 60 deg S),,1,Low
40,Female,98798,667,18347,Auto,Unemployed,18,Good,0.530670532,169673,1,North Jessicaside,VI,Bulgaria,0,1,Low
26,Male,79241,771,15223,Personal,Self-employed,1,Fair,0.385578726,207283,4,West Aprilchester,UT,Senegal,4,0,Low
20,Non-binary,86981,759,6725,Personal,Self-employed,13,Excellent,0.596120226,139741,,West Tim,MT,Saudi Arabia,0,1,Medium
58,Male,64544,718,10856,Home,Unemployed,3,Excellent,0.265929347,110978,4,Josephton,MO,Tanzania,4,0,Medium
47,Female,25315,719,6446,Home,Employed,0,Poor,0.115309026,219586,1,Angelatown,MO,El Salvador,2,0,Low
20,Male,33851,634,8046,Business,Self-employed,17,Poor,0.328997066,135320,3,North Donna,NY,Pitcairn Islands,4,2,Low
62,Female,107579,764,6451,Business,Self-employed,17,Fair,0.253440714,46929,1,Lake Tammy,KS,Portugal,3,1,Low
40,Male,100000,678,31859,Auto,Unemployed,1,Fair,0.116292918,58433,0,Elizabethmouth,OR,Seychelles,4,2,High
45,Non-binary,49404,789,17301,Personal,Employed,17,Fair,0.550794248,278239,1,Lake Katherine,IN,Bosnia and Herzegovina,0,1,Medium
65,Non-binary,41859,684,29245,Business,Unemployed,4,Poor,0.426955852,100600,0,New Lisa,UT,Mozambique,,1,Low
29,Non-binary,85696,614,49095,Personal,Unemployed,9,Good,0.415157619,296167,0,West Ernest,MS,Solomon Islands,2,1,Low
53,Non-binary,96347,797,48628,Auto,Self-employed,14,Poor,0.385209444,22946,4,Kimchester,TN,Honduras,3,1,Medium
60,Non-binary,114948,761,14000,Auto,Unemployed,5,Good,0.509328379,195076,4,Jennaland,AR,Norway,0,2,Low
19,Female,48184,771,47202,Auto,Unemployed,13,Poor,0.385784504,25502,,Odomfort,AK,Nicaragua,1,2,Low
24,Female,51653,700,18777,Personal,Employed,16,Excellent,0.542435786,113338,4,North Kristina,PW,Nauru,4,1,Low
69,Male,94385,684,38341,Auto,Employed,1,Poor,0.142784174,80503,2,West Rebeccahaven,CA,Guinea-Bissau,1,2,Low
30,Non-binary,61733,684,9439,Auto,Self-employed,15,Poor,0.494515709,185388,1,Port Andrewview,KS,Faroe Islands,,0,Low
52,Female,90440,769,32528,Home,Employed,15,Poor,0.163487335,197722,4,South Kelly,OR,Pitcairn Islands,3,0,Medium
66,Non-binary,82708,730,39130,Personal,Employed,2,Fair,0.546972718,152231,0,South Sherrystad,MN,Papua New Guinea,2,0,Low
18,Male,112781,704,14142,Business,Unemployed,19,Excellent,0.360400768,164216,4,South Arthur,FM,Chile,1,2,Medium
45,Male,83023,603,12365,Home,Self-employed,17,Fair,0.335379569,50800,0,Markstad,NV,Netherlands,4,0,Low
51,Male,56085,751,31520,Home,Self-employed,6,Fair,0.599692161,108097,1,Beardshire,SD,British Virgin Islands,2,1,Low
68,Female,117083,629,28823,Personal,Self-employed,19,Excellent,0.546003273,163619,2,Fergusonshire,KS,Saint Vincent and the Grenadines,0,0,Medium
54,Male,113907,649,10792,Personal,Self-employed,10,Fair,0.438800763,204440,3,Lake Lawrence,NV,Papua New Guinea,3,0,High
65,Non-binary,88868,757,13223,Home,Self-employed,5,Excellent,0.207477536,257489,0,Maddoxbury,AL,Solomon Islands,,0,Low
63,Non-binary,114808,726,23238,Home,Self-employed,13,Poor,0.174498086,257035,1,Feliciastad,IN,Bermuda,1,1,Medium
42,Non-binary,111296,606,48337,Auto,Employed,4,Fair,0.279053778,43839,4,Salasberg,CA,India,1,0,Low
56,Non-binary,64158,684,19837,Personal,Employed,10,Fair,0.545345262,265436,3,Martinmouth,TN,Swaziland,,0,Low
23,Female,50131,792,12988,Auto,Employed,19,Excellent,0.565222868,81303,2,Paulshire,MO,Sao Tome and Principe,4,0,Medium
37,Non-binary,66149,655,6976,Home,Employed,3,Excellent,0.400187643,109598,0,South Kenneth,SC,Sao Tome and Principe,3,1,Low
26,Male,46865,740,15412,Auto,Employed,16,Poor,0.469628581,115019,0,North Kenneth,AL,Netherlands,3,0,Medium
52,Male,91066,778,44276,Home,Employed,12,Good,0.2729281,29661,2,Lake Williamhaven,AS,Tonga,2,2,Low
41,Female,82995,721,40165,Home,Employed,0,Good,0.242617834,117567,1,Anthonyhaven,GA,Palau,1,1,Low
34,Male,107858,783,31738,Auto,Unemployed,3,Fair,0.432017496,68139,2,South Alyssamouth,NE,Mexico,2,1,Medium
32,Female,37809,759,45205,Business,Self-employed,3,Good,0.22202728,72086,0,New Lawrenceshire,MS,Mozambique,1,2,Low
38,Female,20051,779,29267,Home,Self-employed,16,Good,0.142614999,250160,4,South Christopher,NJ,Madagascar,3,0,Low
30,Male,110506,752,16109,Personal,Self-employed,9,Excellent,0.161111054,59809,1,Sanchezton,WY,Norway,1,2,Low
62,Non-binary,40605,648,10786,Auto,Self-employed,18,Excellent,0.568591997,107749,4,Port Margaret,IN,Antarctica (the territory South of 60 deg S),2,1,Low
30,Male,86918,683,17159,Auto,Self-employed,3,Poor,0.284444449,169324,,Janeburgh,TN,Greenland,1,2,High
33,Female,49639,627,37008,Personal,Self-employed,19,Good,0.33172022,129643,,Port Alisha,KS,Oman,4,2,Low
61,Male,68821,665,6157,Home,Employed,8,Excellent,0.215350817,49241,0,Rebeccashire,IN,Kyrgyz Republic,3,2,Low
51,Male,97865,667,16513,Personal,Unemployed,17,Good,0.425079926,137876,0,Stevenville,VT,Seychelles,,1,Low
57,Male,24314,779,32255,Business,Unemployed,2,Poor,0.556852871,291616,1,Goodmantown,IA,Jersey,,1,Low
32,Non-binary,86130,730,48926,Personal,Self-employed,13,Poor,0.517698422,262536,2,Jenniferbury,KY,Uganda,2,0,Low
25,Non-binary,69330,619,11277,Personal,Self-employed,1,Excellent,0.549983926,201522,3,East Melissa,MT,Svalbard & Jan Mayen Islands,2,0,Low
69,Non-binary,31330,777,24946,Auto,Self-employed,6,Fair,0.532051673,261523,,Benjaminton,NE,Norway,1,2,Low
30,Female,117366,701,27319,Personal,Employed,19,Good,0.510380916,172349,2,Combschester,OK,Trinidad and Tobago,3,0,Medium
20,Non-binary,42282,743,18725,Home,Employed,0,Good,0.228004345,264424,0,West Jeremychester,NJ,Canada,2,1,Low
42,Female,65608,747,39867,Home,Self-employed,0,Poor,0.278584751,253686,3,Wendyburgh,AZ,India,0,0,Medium
19,Non-binary,93108,744,12252,Home,Unemployed,13,Good,0.562229767,193375,0,Melindatown,TN,Greece,0,0,Low
46,Non-binary,62553,686,14914,Business,Unemployed,19,Poor,0.262807856,50536,,Owensmouth,AK,Eritrea,2,0,Low
69,Female,46620,720,11599,Home,Self-employed,7,Good,0.419918236,52022,,Patrickfort,FM,Mongolia,4,2,Medium
46,Female,61616,650,29836,Personal,Employed,4,Poor,0.542150291,182267,1,Josephland,VI,Burkina Faso,3,0,Low
34,Female,113518,786,28287,Personal,Self-employed,10,Fair,0.1553306,196453,,New Alison,PW,Thailand,2,0,High
32,Non-binary,95036,704,8316,Home,Self-employed,15,Poor,0.284116374,186236,,South Stevenport,NE,Cote d'Ivoire,4,2,Medium
53,Female,75258,772,32792,Business,Self-employed,18,Poor,0.573026181,128658,4,Port William,MH,Brunei Darussalam,0,2,Medium
57,Female,70946,673,43151,Auto,Self-employed,6,Excellent,0.537001563,93158,,Beanberg,CT,Singapore,2,0,Low
39,Female,109897,711,31513,Business,Self-employed,19,Fair,0.216285123,102322,4,New Loriport,MP,Sri Lanka,1,2,Medium
30,Male,45789,746,21315,Home,Employed,9,Excellent,0.213811325,146419,0,Peterhaven,DE,Turks and Caicos Islands,3,0,Medium
19,Non-binary,38930,781,36579,Business,Self-employed,1,Poor,0.232062521,193623,4,Fergusonmouth,CA,Monaco,,2,Medium
27,Non-binary,108760,798,39675,Personal,Employed,12,Good,0.32363349,136751,2,Russellborough,GA,Comoros,0,2,Medium
39,Female,96960,688,49944,Personal,Self-employed,17,Good,0.107136799,154331,3,Yeseniaborough,NJ,Netherlands Antilles,,2,Low
56,Male,68917,645,47583,Auto,Unemployed,14,Poor,0.51739463,94177,1,Grayport,OH,Panama,4,1,High
28,Male,81282,724,23863,Home,Employed,7,Good,0.470428978,100469,,Smithland,AZ,Brunei Darussalam,0,2,Medium
38,Female,41459,666,14923,Home,Employed,13,Poor,0.135139323,227562,4,Marquezside,WA,Mayotte,,0,Medium
37,Female,115884,665,19860,Business,Employed,17,Good,0.259458594,204481,2,Jamesland,KS,Guadeloupe,2,1,Low
53,Female,43212,629,28838,Personal,Unemployed,2,Fair,0.340978197,222535,4,West Desireemouth,KS,Zimbabwe,4,1,Low
52,Non-binary,104576,644,5107,Auto,Unemployed,16,Good,0.526338296,63562,0,Evanborough,WV,Poland,1,1,Medium
52,Male,72221,682,7457,Auto,Self-employed,13,Fair,0.338097915,266761,0,Kaitlynstad,OK,Sierra Leone,1,0,Low
63,Male,54747,728,40656,Home,Self-employed,1,Good,0.122403786,229185,2,West Victoria,SC,Iran,1,1,Low
19,Non-binary,57596,712,6545,Home,Self-employed,7,Poor,0.311684715,44131,3,Reynoldsstad,NV,Western Sahara,,1,Low
44,Male,57049,713,30367,Home,Self-employed,4,Good,0.382238626,296060,3,Bennettchester,OH,Uganda,3,2,Low
66,Female,45146,616,39693,Business,Unemployed,16,Excellent,0.241415297,296770,,Port Marcusville,MT,Cyprus,1,0,Medium
32,Female,118923,688,32219,Home,Self-employed,9,Good,0.380943919,27827,3,Lloydmouth,LA,Antigua and Barbuda,3,1,Low
23,Non-binary,69699,648,49770,Auto,Employed,15,Good,0.367411919,42532,3,Carlyport,MT,Yemen,1,1,Medium
35,Non-binary,60857,726,45459,Auto,Employed,1,Poor,0.504554805,229982,2,Harrisshire,WA,Guinea,3,1,Low
62,Non-binary,116171,626,22656,Business,Employed,17,Fair,0.591798748,39540,0,Smithmouth,GA,Jamaica,2,0,Low
31,Male,78185,640,26937,Business,Unemployed,9,Poor,0.144698285,130176,1,South Christinaport,VT,Saint Pierre and Miquelon,2,1,Low
29,Non-binary,79534,708,47727,Auto,Self-employed,12,Poor,0.164957837,116715,2,South Mike,HI,Guam,0,0,Low
29,Non-binary,36007,647,49927,Home,Employed,2,Fair,0.529529802,112748,,South Christopher,NE,Libyan Arab Jamahiriya,0,2,Low
49,Male,76959,603,13940,Auto,Unemployed,1,Fair,0.247464256,203630,,Stevenfurt,CT,Cocos (Keeling) Islands,2,1,Low
29,Female,85254,709,34943,Home,Employed,2,Fair,0.417326417,227677,3,South Ashleyside,AR,Somalia,,2,Low
33,Non-binary,60122,634,20461,Business,Employed,18,Fair,0.258176712,280524,1,North Jenniferbury,IN,Saint Vincent and the Grenadines,,0,Low
48,Female,74235,749,38259,Business,Unemployed,13,Poor,0.524256476,144351,,West Curtis,RI,Senegal,3,1,Medium
37,Male,94363,771,23030,Business,Employed,17,Good,0.587625695,58877,3,Lynnfurt,OH,Portugal,1,2,Medium
36,Male,24820,609,8595,Personal,Unemployed,13,Excellent,0.382272993,208370,3,Sarahstad,FL,Peru,1,1,Low
64,Female,86775,609,25637,Business,Unemployed,17,Good,0.266291223,95741,4,New Joseview,DC,Burkina Faso,0,2,Low
60,Non-binary,117400,616,6163,Personal,Unemployed,7,Excellent,0.490358157,246830,2,Martinberg,MD,India,0,1,Medium
52,Non-binary,81684,737,26671,Home,Self-employed,1,Good,0.363011709,244990,0,South Jameston,MP,Israel,3,1,Low
30,Non-binary,35624,680,14787,Personal,Self-employed,2,Poor,0.554220621,120871,,Kinghaven,MS,France,0,0,Medium
23,Female,69962,609,36288,Personal,Unemployed,8,Good,0.552807613,171759,4,Fieldsmouth,AR,Paraguay,3,2,Low
45,Male,83874,629,23901,Auto,Unemployed,1,Poor,0.479270688,169965,,New Raymondton,WI,Niue,2,0,High
41,Female,22866,681,34371,Personal,Employed,14,Good,0.386543377,76151,,Smithhaven,PA,Syrian Arab Republic,2,2,Low
62,Male,38687,745,41384,Home,Unemployed,13,Good,0.188828002,231970,2,Watsonmouth,VI,Algeria,2,2,Low
63,Male,74841,725,28693,Personal,Employed,2,Poor,0.415650373,174287,1,New Krystal,OK,Spain,,2,Low
37,Male,55608,657,37293,Personal,Unemployed,1,Fair,0.219709961,192576,2,South Rachelmouth,MN,Finland,4,1,Low
35,Non-binary,107340,787,21711,Personal,Self-employed,12,Good,0.519804742,200892,1,Harperport,IA,Marshall Islands,2,1,Low
33,Non-binary,46534,666,21523,Personal,Employed,7,Excellent,0.495676176,117730,4,Hendricksburgh,OK,United States Minor Outlying Islands,1,1,Low
45,Non-binary,105566,750,18365,Auto,Employed,19,Poor,0.559964603,100136,4,Bennetthaven,FL,Brunei Darussalam,2,2,Medium
26,Male,78282,714,48886,Home,Unemployed,6,Poor,0.379533112,51908,3,East April,UT,Isle of Man,3,2,Low
69,Male,24920,633,34546,Personal,Employed,18,Excellent,0.156593911,287098,1,Arianafurt,AR,Palau,2,1,Low
29,Male,63775,604,24550,Personal,Unemployed,1,Poor,0.175279266,229132,1,Cartershire,ND,Poland,,1,Medium
24,Female,73270,730,38235,Personal,Employed,3,Fair,0.175306277,32199,0,Lake Tanyaland,OH,Venezuela,2,0,Low
47,Non-binary,103732,745,6487,Auto,Unemployed,7,Good,0.240153995,282554,3,Craigburgh,UT,Cote d'Ivoire,3,2,Medium
25,Female,31913,713,45542,Personal,Employed,3,Excellent,0.346649277,191208,,Lake James,RI,France,1,0,Low
55,Female,42151,620,35202,Personal,Self-employed,8,Good,0.41435853,213767,4,Ryanhaven,DC,Comoros,4,2,Medium
49,Male,59606,613,15201,Personal,Self-employed,8,Excellent,0.348263137,72399,4,Dennisfort,VI,Angola,0,0,Medium
23,Female,97831,732,41225,Auto,Self-employed,7,Poor,0.283730699,119481,4,Cortezmouth,WY,Micronesia,2,2,High
44,Non-binary,75438,707,41123,Personal,Unemployed,15,Fair,0.351890649,97553,4,Markstad,PR,Cyprus,3,0,Low
47,Female,52132,706,48227,Home,Unemployed,12,Poor,0.496197155,183763,0,Lindabury,MP,Congo,2,1,Medium
64,Female,53268,705,40800,Personal,Employed,5,Fair,0.30707434,147040,,Anthonyfort,VI,Mauritania,1,1,Low
57,Male,68024,720,24592,Personal,Employed,2,Good,0.365413111,55356,1,Karenview,VA,Niger,4,1,Medium
69,Non-binary,118651,607,31499,Home,Self-employed,8,Fair,0.404990382,298957,,North Nicholasborough,VA,Kenya,4,1,Low
56,Non-binary,105984,686,9436,Business,Unemployed,8,Good,0.596500047,204919,1,South Jamesfurt,OH,Congo,0,2,Medium
62,Female,26180,685,19828,Home,Employed,19,Poor,0.218798145,137563,1,Debbieborough,NM,Hong Kong,3,1,High
54,Non-binary,34979,721,27622,Auto,Self-employed,6,Excellent,0.565211455,46487,1,Kevinland,MI,Angola,2,2,Medium
59,Male,99435,711,10909,Auto,Employed,9,Excellent,0.307794868,208488,4,Josephhaven,WI,Isle of Man,,2,High
